sheet,row,register_raw,register_start,register_end,is_range,friendly_name,description,bytes,data_type,format,access,present_from_version,extra_col_i,extra_col_j,extra_col_k,parser_note
Cascade,20,7016,7016,7016,false,NP228,The non-preferred appliance for CH heat production,1,UINT8,0-255,R/W,1.02,,,,
Cascade,21,7017,7017,7017,false,NP282,The power percentage for the late on strategy for activating the next appliance,1,UINT8,0.01,R/W,1.02,,,,
Cascade,22,7018,7018,7018,false,NP283,The power percentage for the late off strategy for deactivating the last appliance,1,UINT8,0.01,R/W,1.02,,,,
Cascade,23,7019,7019,7019,false,NP284,The power percentage for the early on strategy for activating the next appliance,1,UINT8,0.01,R/W,1.02,,,,
Cascade,24,7020,7020,7020,false,NP285,The power percentage for the early off strategy for deactivating the last appliance,1,UINT8,0.01,R/W,1.02,,,,
Cascade,25,7021,7021,7021,false,NP008,Minimum duration of post-operation of the generator pump,1,UINT8,Min,R/W,1.02,,,,
Cascade,26,7022,7022,7022,false,NP013,Force Primary Pump to Stop,1,ENUM8,0 : No 1: Yes,R/W,1.02,,,,
Cascade,27,7023,7023,7023,false,NP287,The type of primary pump,1,ENUM8,"0 : None (no pump connected) 1: On / Off (the pump relays switches on and off) 2 : PWM (relay is always active, pump is controlled over PWM) 3 : 0-10V (relay is always active, pump is controlled over 0-10V)",R/W,1.02,,,,
Cascade,28,7024,7024,7024,false,NP288,The type of secondary pump,1,ENUM8,"0 : None (no pump connected) 1: On / Off (the pump relays switches on and off) 2 : PWM (relay is always active, pump is controlled over PWM) 3 : 0-10V (relay is always active, pump is controlled over 0-10V)",R/W,1.02,,,,
Cascade,29,7024-7099,7024,7099,true,Reserved for future,,,,,,,,,,reserved range in source; not expanded for gap count
Cascade,30,7100,7100,7100,false,NM000,Producer Active Number,1,UINT8,1 -127,R,1.00,,,,
Cascade,31,7101,7101,7101,false,NM001,Cascade flow temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,32,7102,7102,7102,false,NM028,Number of Producers recognised in the cascade,1,UINT8,0-255,R,1.00,,,,
Cascade,33,7103,7103,7103,false,NM022,Number of stages available on the Casacde,1,UINT8,0-255,R,1.00,,,,
Cascade,34,7104,7104,7104,false,NM023,Number of stages required on the Casacde,1,UINT8,0-255,R,1.00,,,,
Cascade,35,7105,7105,7105,false,,Cascade power request by the consumer manager - Power,1,UINT8,0.01,R,1.00,,,,
Cascade,36,7106,7106,7106,false,,Cascade power request by the consumer manager - - temperature Setpoint,2,INT16,"0,01°C",R,1.00,,,,
Cascade,37,7107,7107,7107,false,,Cascade power request by the consumer manager - heatdemandType,1,ENUM8,0 : None 1 : DHW primary 2 : DHW high priority 3 : Process heat 4 : Screed Drying 5 : DHW medium priority 6 : DHW low priority 7 : Central Heating 8 : Cooling 9 : Electrical active 10: Electrical Reactive,R,1.00,,,,
Cascade,38,7108,7108,7108,false,,Cascade System Power Setpoint Calculated - Power,1,UINT8,0.01,R,1.00,,,,
Cascade,39,7109,7109,7109,false,,Cascade System Power Setpoint Calculated - temperature Setpoint,2,INT16,"0,01°C",R,1.00,,,,
Cascade,40,7110,7110,7110,false,,Cascade System Power Setpoint Calculated - heatdemandType,1,ENUM8,0 : None 1 : DHW primary 2 : DHW high priority 3 : Process heat 4 : Screed Drying 5 : DHW medium priority 6 : DHW low priority 7 : Central Heating 8 : Cooling 9 : Electrical active 10: Electrical Reactive,R,1.00,,,,
Cascade,41,7111,7111,7111,false,,Actual power output of Appliance 1,1,UINT8,0.01,R,1.00,,,,
Cascade,42,7112,7112,7112,false,,Appliance 1 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,43,7113,7113,7113,false,,Appliance 1 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,44,7114,7114,7114,false,,Appliance 1 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,45,7115,7115,7115,false,,Actual power output of Appliance 3,1,UINT8,0.01,R,1.00,,,,
Cascade,46,7116,7116,7116,false,,Appliance 3 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,47,7117,7117,7117,false,,Appliance 3 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,48,7118,7118,7118,false,,Appliance 3 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,49,7119,7119,7119,false,,Actual power output of Appliance 4,1,UINT8,0.01,R,1.00,,,,
Cascade,50,7120,7120,7120,false,,Appliance 4 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,51,7121,7121,7121,false,,Appliance 4 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,52,7122,7122,7122,false,,Appliance 4 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,53,7123,7123,7123,false,,Actual power output of Appliance 5,1,UINT8,0.01,R,1.00,,,,
Cascade,54,7124,7124,7124,false,,Appliance 5 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,55,7125,7125,7125,false,,Appliance 5 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,56,7126,7126,7126,false,,Appliance 5 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,57,7127,7127,7127,false,,Actual power output of Appliance 6,1,UINT8,0.01,R,1.00,,,,
Cascade,58,7128,7128,7128,false,,Appliance 6 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,59,7129,7129,7129,false,,Appliance 6 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,60,7130,7130,7130,false,,Appliance 6 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,61,7131,7131,7131,false,,Actual power output of Appliance 7,1,UINT8,0.01,R,1.00,,,,
Cascade,62,7132,7132,7132,false,,Appliance 7 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,63,7133,7133,7133,false,,Appliance 7 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,64,7134,7134,7134,false,,Appliance 7 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,65,7135,7135,7135,false,,Actual power output of Appliance 8,1,UINT8,0.01,R,1.00,,,,
Cascade,66,7136,7136,7136,false,,Appliance 8 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,67,7137,7137,7137,false,,Appliance 8 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,68,7138,7138,7138,false,,Appliance 8 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,69,7139,7139,7139,false,,Actual power output of Appliance 9,1,UINT8,0.01,R,1.00,,,,
Cascade,70,7140,7140,7140,false,,Appliance 9 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,71,7141,7141,7141,false,,Appliance 9 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,72,7142,7142,7142,false,,Appliance 9 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,73,7143,7143,7143,false,,Actual power output of Appliance 10,1,UINT8,0.01,R,1.00,,,,
Cascade,74,7144,7144,7144,false,,Appliance 10 Flow Temperature,2,INT16,"0,01°C",R,1.00,,,,
Cascade,75,7145,7145,7145,false,,Appliance 10 Status,1,UINT8,"Bit 0: Pump Active Bit 1: Power Engine Active (burner, compressor or backup) Bit 2: DHW in progress Bit 3: CH possible Bit 4: DHW possible Bit 5: Cooling possible Bit 6: Electrical possible Bit 7: Locking present",R,1.00,,,,
Cascade,76,7146,7146,7146,false,,Appliance 10 Special Request,1,UINT8,Bit 0: Frost Protect Bit 1: Frost Protect Pump Only Bit 2: Chimney / commissioning mode Bit 3: Service Request,R,1.00,,,,
Cascade,77,7151,7151,7151,false,NM112,The requested power to fulfil the heat demand,4,UINT32,"0,1kW",R,1.02,,,,
Cascade,78,7153,7153,7153,false,NM026,Outside Temperature connected,1,ENUM8,0 : NO 1 : Yes,R,1.02,,,,
Cascade,79,7154,7154,7154,false,NM027,Outside Temperature Used by the Cascade,2,INT16,"0,01°C",R,1.02,,,,
Cascade,80,7155,7155,7155,false,NM170,The requested power percentage,2,INT16,1E-3,R,1.02,,,,
Cascade,81,7156,7156,7156,false,NM002,Current Time To Start next Stage,2,UINT16,0-60 Min,R,1.02,,,,
Cascade,82,7157,7157,7157,false,NM166,The activation of the primary pump relay,1,ENUM8,0 : Inactive 1: active,R,1.02,,,,
Cascade,83,7158,7158,7158,false,NM167,The activation of the secondary pump relay,1,ENUM8,0 : Inactive 1: active,R,1.02,,,,
Cascade,84,7159,7159,7159,false,NM163,The current state of the cascade system,1,ENUM8,0 : Standby 1 : Heat Demand 2 : Burner Start 3 : Burning CH 4 : Burning DHW 5 : Burner Stop 6: Pump Post Run 7: Cooling Active 8 : Controlled Stop 9 : Blocking Mode 10 : Locking Mode 11: CS Mode L CH 12 : CS Mode H CH 13 : CS Mode H DHW 14 : CS Mode Custom 15 : Manual Hd CH On 16 : Boiler Frost Prot 17 : DE Air 18 : CU Cooling 19 : Reset In Progress 200 : Auto Filling 21 : Halted 22 : Forced Calibration 23 : Factory Test 24 : Hydraulic Balancing Mode 200 : Device Mode 254 : Unknown,R,1.02,,,,
Cascade,85,7160,7160,7160,false,NC000,The amount of hours spend on producing heat for CH,4,UINT32,Hours,R,1.02,,,,
Cascade,86,7162,7162,7162,false,NC001,The amount of hours spend on producing heat for DHW,4,UINT32,Hours,R,1.02,,,,
Cascade,87,7164,7164,7164,false,NM165,The measured return temperature on the LLH,2,INT16,"0,01°C",R,1.02,,,,
Cascade,88,7165,7165,7165,false,,"Cascade, smart pump status - producer circuit of low loss header",2,UINT8,0-14,R,1.02,,,,
Cascade,89,7166,7166,7166,false,,The pump speed output after transfer function for pwm or 0-10V output signal for primary pump (producer circuit),1,UINT8,1E-3,R,1.02,,,,
Cascade,90,7167,7167,7167,false,,The pump speed output after transfer function for pwm or 0-10V output signal for secondary pump (consumer circuit),2,UINT8,1E-3,R,1.02,,,,
Cascade,91,7168,7168,7168,false,EM012,The measured cascade flow temperature on the secondary side of the LLH,2,INT16,"0,01°C",R,1.02,,,,
Cascade,92,7169,7169,7169,false,EM013,The measured cascade return temperature on the secondary side of the LLH,2,INT16,"0,01°C",R,1.02,,,,
Cascade,93,7170-7199,7170,7199,true,,Reserved for future,,,,,1.02,,,,reserved range in source; not expanded for gap count
Cascade,94,7200,7200,7200,false,NP231,The order in which the producers are going to be activated,1,UINT8,0-255,R/W,1.02,,,,
Cascade,95,7201,7201,7201,false,,Logical number that represents the physical location of a device within a cascade,1,UINT8,[ Type = 0 Serial Number = 0 Logical Number = 0 Element Number = 0 Lorder = 0 Logical Name State = Not Connected ],R/W,1.02,,,,
Cascade,96,7202,7202,7202,false,,The availability of the device for the cascade,1,ENUM8,[ Type = 0 Serial Number = 0 Logical Number = 0 Element Number = 0 Lorder = 0 Logical Name State = Not Connected ],R/W,1.02,,,,
Cascade,97,7203,7203,7203,false,EP001,The minimum power of an appliance in the cascade system,2,UINT16,"[ Power Rating = 20,0 State = None ]",R/W,1.02,,,,
Cascade,98,7205,7205,7205,false,EP086,The maximum power of an appliance in the cascade system,2,UINT16,"[ Power Rating = 100,0 State = None ]",R/W,1.02,,,,
Cascade,99,7207,7207,7207,false,NM113,List of appliances needed to fulfil the heat demand,1,UINT16,0-255,R,1.02,,,,
Cascade,100,7208,7208,7208,false,NM171,The temporary stored permutation order,1,UINT16,0-255,R,1.02,,,,
Cascade,101,7209,7209,7209,false,EM058,The status of all producers found on the S-Bus,1,ENUM8,0 : Standby 1 : Heat Demand 2 : Burner Start 3 : Burning CH 4 : Burning DHW 5 : Burner Stop 6: Pump Post Run 7: Cooling Active 8 : Controlled Stop 9 : Blocking Mode 10 : Locking Mode 11: CS Mode L CH 12 : CS Mode H CH 13 : CS Mode H DHW 14 : CS Mode Custom 15 : Manual Hd CH On 16 : Boiler Frost Prot 17 : DE Air 18 : CU Cooling 19 : Reset In Progress 200 : Auto Filling 21 : Halted 22 : Forced Calibration 23 : Factory Test 24 : Hydraulic Balancing Mode 200 : Device Mode 254 : Unknown,R,1.02,,,,
Cascade,102,7210,7210,7210,false,EM208,The generic error codes of all producers found on the S-Bus,1,UINT8,"[Error Code = 0,0 Error Category = 1,0]",R,1.02,,,,
Cascade,103,7211,7211,7211,false,EM068,Matrix describing the error priority and the error custom code per brand,4,UINT32,,R,1.02,,,,
Cascade,104,7213,7213,7213,false,EM078,Flow temperature of appliance. The temperature of the water leaving the appliance.,2,INT16,"0,01°C",R,1.02,,,,
Cascade,105,7214,7214,7214,false,EM088,The return temperature of an appliance in the cascade system,2,INT16,"0,01°C",R,1.02,,,,
Cascade,106,7215,7215,7215,false,EM098,The heat exchanger temperature of an appliance in the cascade system,2,INT16,"0,01°C",R,1.02,,,,
Cascade,107,7216,7216,7216,false,EM108,The flu gas temperature of an appliance in the cascade system,2,INT16,"0,1°C",R,1.02,,,,
Cascade,108,7217,7217,7217,false,EM118,Current or upcoming service notification,1,ENUM8,0 : None 1 : A 1 : B 2 : C 4 : Custom 5 : D,R,1.02,,,,
Cascade,109,7218,7218,7218,false,EM128,The water pressure of an appliance in the cascade system,2,UINT8,"0,1 bar",R,1.02,,,,
Cascade,110,7219,7219,7219,false,EM148,The 2nd return temperature of an appliance in the cascade system,2,INT16,"0,01°C",R,1.02,,,,
Cascade,111,7220,7220,7220,false,EM158,The current pump speed,2,UINT16,1E-3,R,1.02,,,,
Cascade,112,7221,7221,7221,false,EM168,Actual relative power of the appliance,2,UINT16,1E-4,R,1.02,,,,
Cascade,113,7222,7222,7222,false,EM178,Total number of burner hours. For heating and domestic hot water,4,UINT32,Hours,R,1.02,,,,
Cascade,114,7224,7224,7224,false,EM188,Number of burner hours for Domestic Hot Water,4,UINT32,Hours,R,1.02,,,,
Cascade,115,7226,7226,7226,false,EM198,Producer order listed with node id's,2,UINT8,0-255,R,1.02,,,,
Cascade,116,7227,7227,7227,false,EM218,The type of appliance in the cascade system,2,UINT16,0-65535,R,1.02,,,,
Cascade,117,7228,7228,7228,false,EM228,The serial number of an appliance in the cascade system,4,UINT32,0-4294967295,R/W,1.02,,,,
Solar,4,8112,8112,8112,false,SC129,Signal for storing the total solar thermal energy collected for DHW and CH.,4,UINT32,"0,001 kWh",R,1.02,,,,
Solar,5,8114,8114,8114,false,SM020,Signal for storing the actual status of the advanced solar range boiler,1,ENUM8,0 : OFF 1 : Standby 2: FrostProtection 3: PumpProtection 4: PanelProtection 5: DhwLoading 6: LoadingCH 7: Recooling 8: SolarTube,R,1.02,,,,
Solar,6,8115,8115,8115,false,SM036,Signal for storing the instantaneous mean rotation speed of the solar pumps.,2,UINT16,1E-3,R,1.02,,,,
Solar,7,8116,8116,8116,false,SM033,Signal for storing the actual measured instantaneous value of the DHW tank low temperature sensor.,2,INT16,"0,01°C",R,1.02,,,,
Solar,8,8117,8117,8117,false,SM034,Signal for storing the actual measured instantaneous value of the CH tank low temperature sensor.,2,INT16,"0,01°C",R,1.02,,,,
Solar,9,8118,8118,8118,false,SM023,Signal for storing the instantaneous temperature of the heat conduct. medium at the solar collector. - collector 1,2,INT16,"0,01°C",R,1.02,,,,
Solar,10,8119,8119,8119,false,SM024,Signal for storing the instantaneous temperature of the heat conduct. medium at the solar collector - collector 2,2,INT16,"0,01°C",R,1.02,,,,
Solar,11,8120,8120,8120,false,SM000,Signal for storing the instantaneous status of each three way valve (ON or OFF). - valve 1,1,ENUM8,0: OFF 1: ON,R,1.02,,,,
Solar,12,8121,8121,8121,false,SM001,Signal for storing the instantaneous status of each three way valve (ON or OFF). - valve 2,1,ENUM8,0: OFF 1: ON,R,1.02,,,,
Solar,13,8122,8122,8122,false,,Reduction of the setpoint of the DHW primary based on the heat delivery of a solar collector (solar first).,2,INT16,"0,01°C",R,1.02,,,,
Solar,14,8123,8123,8123,false,,Reduction of the setpoint of a buffered CH zone based on the heat delivery of a solar collector (solar first).,2,INT16,"0,01°C",R,1.02,,,,
Solar,15,8123 - 8140,8123,8140,true,reserved for futur,,,,,,,,,,reserved range in source; not expanded for gap count
Solar,16,8141,8141,8141,false,SP287,Configuration of the solar hydraulics installation type.,1,ENUM8,0 : NoSolar 1: LayeredTank 2: Standard 3: TwoTanks3WV 4 : EastWestPanels 5: TwoTanksPump 6: TwoTanksHeatExchange,R/W,1.02,,,,
Solar,17,8142,8142,8142,false,SP010,Parameter to configure the mode of the advanced solar DHW and/or CH function group.,1,ENUM8,0: OFF 1: DHW 2: CH 3 : DhwCh,R/W,1.02,,,,
Solar,18,8143,8143,8143,false,SP044,Parameter for nominal DHW tank T° setpoint.,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,19,8144,8144,8144,false,SP047,"Parameter for configuring the nominal setpoint to charge the CH tank with solar energy, possible values are within the range 8°C ~ 60°C",2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,20,8145,8145,8145,false,Sp034,Parameter for configuring the maximum allowed temperature temperature in the solar panel.- collector 1,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,21,8146,8146,8146,false,Sp035,Parameter for configuring the maximum allowed temperature temperature in the solar panel - collector 2,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,22,8147,8147,8147,false,SP045,Parameter for maximal DHW tank T° setpoint.,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,23,8148,8148,8148,false,SP048,Parameter for maximal CH tank T° setpoint.,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,24,8149,8149,8149,false,SP182,Parameter for setting the minimal temperature rise corresponding to one step increase in pump speed.,2,UINT16,"0,01°C",R/W,1.02,,,,
Solar,25,8150,8150,8150,false,SP183,Parameter for setting the minimal temperature rise corresponding to one step increase in pump speed.,2,UINT16,"0,01°C",R/W,1.02,,,,
Thermodynamic Water Heater,5,9001,9001,9001,false,AP055,PV function Active,1,ENUM8,"How PV input must be used. 0 : no pv - pv input not used 1 : with HP only - pv input can enable boost PV mode, working with HP only 2 : with HP & backup - pv input can enable boost PV mode, working with HP and backup 3 : with backup only - pv input can enable boost PV mode, working with backup only",R/W,1.02,,,,
Thermodynamic Water Heater,6,9002,9002,9002,false,AP057,PV function Contact Logic,1,ENUM8,Logic contact to take into account for PV input: 0 : normalyOpen - PV input is considered active when PV input contact is open 1 : normalyClose - PV input is considered active when PV input contact is closed,R/W,1.02,,,,
Thermodynamic Water Heater,7,9003,9003,9003,false,DP512,Zone Dhw primary Boost PV Setpoint,2,UINT16,0.01 °C,R/W,1.02,,,,
Thermodynamic Water Heater,8,9004,9004,9004,false,AP024,Peak/OffPeak Active,1,ENUM8,How peak off / peak on input must be used. 0 : no - peak input not used 1 : yes - comfort / reduced mode is computed on peak input state instead of timeprogram,R/W,1.02,,,,
Thermodynamic Water Heater,9,9005,9005,9005,false,AP047,Peak input contact logic configuration,1,ENUM8,Logic contact to take into account for peak input: 0 : normalyOpen - peak input is considered active when peak input contact is open 1 : normalyClose - peak input is considered active when peak input contact is closed,R/W,1.02,,,,
Thermodynamic Water Heater,10,9006,9006,9006,false,HP149,Max time BackUp off when peak mode enabled,1,INT8,0.1 Hour,R/W,1.02,,,,
Thermodynamic Water Heater,11,9007,9007,9007,false,AM034,S_PhotoVoltaicInputState,1,ENUM8,0 : Open 1 : Closed 2: Off,R,1.02,,,,
Thermodynamic Water Heater,12,9008,9008,9008,false,AM032,S_PeakOffPeakInputState,1,ENUM8,0 : Open 1 : Closed 2: Off,R,1.02,,,,
Thermodynamic Water Heater,13,9009,9009,9009,false,HP059,Digital input 1 configuration,1,ENUM8,Digital input configuration 0 - off 1 - smartGrid 2 - release compressor 3 - release backup,R/W,1.02,,,,
Thermodynamic Water Heater,14,9010,9010,9010,false,HP076,Digital input 2 configuration,1,ENUM8,Digital input configuration 0 - off 1 - smartGrid 2 - release compressor 3 - release backup,R/W,1.02,,,,
Thermodynamic Water Heater,15,9011,9011,9011,false,HP077,digital input 1 contact logic configuration,1,ENUM8,Logic contact to take into account for digital input: 0 : normalyOpen - digital input is considered active when digital input contact is open 1 : normalyClose - digital input is considered active when digital input contact is closed,R/W,1.02,,,,
Thermodynamic Water Heater,16,9012,9012,9012,false,HP078,digital input 2 contact logic configuration,1,ENUM8,Logic contact to take into account for digital input: 0 : normalyOpen - digital input is considered active when digital input contact is open 1 : normalyClose - digital input is considered active when digital input contact is closed,R/W,1.02,,,,
Hybrid,4,9200,9200,9200,false,AM016,Flow temperature,2,INT16,"0,01°C",R,1.02,,,,
Hybrid,5,9201,9201,9201,false,AM018,Return temperature,2,INT16,"0,01°C",R,1.02,,,,
Hybrid,6,9202,9202,9202,false,AM101,Internal setpoint used for hot water production,2,UINT16,"0,01°C",R,1.02,,,,
Hybrid,7,9203,9203,9203,false,AM019,actual Water pressure,1,UINT8,"0,1 bar",R,1.02,,,,
Hybrid,8,9204,9204,9204,false,AM012,Status of appliance,1,UINT8,0-255 cf appliance manual,R,1.02,,,,
Hybrid,9,9205,9205,9205,false,AM014,Sub Status of appliance,1,UINT8,0-255 cf appliance manual,R,1.02,,,,
Hybrid,10,9206,9206,9206,false,PC002,Counter burner/compressor starts,4,UINT32,Unit,R,1.02,,,,
Hybrid,11,9208,9208,9208,false,PC003,Counter Burning Hours,4,UINT32,Hours,R,1.02,,,,
Hybrid,12,9210,9210,9210,false,AC001,Number of hours appliance was active,4,UINT32,Hours,R,1.02,,,,
Hybrid,13,9212,9212,9212,false,AC005,NTotal energy consumed for production of central heat,4,UINT32,1 kWh,R,1.02,,,,
Hybrid,14,9214,9214,9214,false,AC006,Total energy consumed for production of domestic hot water.,4,UINT32,1 kWh,R,1.02,,,,
Hybrid,15,9216,9216,9216,false,HM003,system flow temperature setpoint including backups,2,UINT16,"0,01°C",R,1.02,,,,
Hybrid,16,9217,9217,9217,false,AM010,current pump speed,2,UINT16,1E-3,R,1.02,,,,
Hybrid,17,9218,9218,9218,false,AM047,signal used to capture actual power calculation,4,UINT32,"0,01kW",R,1.02,,,,
Hybrid,18,9220,9220,9220,false,AM011,Service is required,1,UINT8,0: No 1: Yes,R,1.02,,,,
Hybrid,19,9221,9221,9221,false,HP061,Hybrid mode selected,1,ENUM8,0 : No Hybrid 1 : Hybrid Cost 2 : Hybrid Primary Energy 3 : Hybrid CO2,R/W,1.02,,,,
Hybrid,20,9222,9222,9222,false,HP062,Hybrid Electricity cost in high tarif,1,UINT8,1,R/W,1.02,,,,
Hybrid,21,9223,9223,9223,false,HP063,Hybrid Electricity cost in low tarif,1,UINT8,1,R/W,1.02,,,,
Hybrid,22,9224,9224,9224,false,HP064,cost of ofssil energy (oil or gas) - piece per litre or peu m3,1,UINT8,1,R/W,1.02,,,,
Hybrid,23,9225,9225,9225,false,HP065,Electrical CO2 emission in heating mode,1,UINT8,1,R/W,1.02,,,,
Hybrid,24,9226,9226,9226,false,HP066,Electrical CO2 emission in DHW mode,1,UINT8,1,R/W,1.02,,,,
Hybrid,25,9227,9227,9227,false,HP067,Gas or Oil CO2 emission,1,UINT8,1,R/W,1.02,,,,
Hybrid,26,9228,9228,9228,false,HP068,Boiler in appliance efficiency,1,UINT8,0.01,R/W,1.02,,,,
Hybrid,27,9229,9229,9229,false,HP054,COP threshold above which heat pump is authorized to operate when hybrid mode is primary energy,2,UINT16,0.01,R/W,1.02,,,,
Hybrid,28,9230,9230,9230,false,HM031,Instantaneous COP calculated by Hybrid application,2,UINT16,0.001,R,1.02,,,,
Hybrid,29,9231,9231,9231,false,HM032,COP threshold calculated by hybrid,2,UINT16,0.001,R,1.02,,,,
Hybrid,30,9232,9232,9232,false,HP062,Hybrid Electricity cost in high tarif accurate,2,UINT16,0.01,R/W,1.03,,,,
Hybrid,31,9233,9233,9233,false,HP063,Hybrid Electricity cost in low tarif accurate,2,UINT16,0.01,R/W,1.03,,,,
Hybrid,32,9234,9234,9234,false,HP064,cost of fossil energy (oil or gas) - piece per litre or per m3 accurate,2,UINT16,0.01,R/W,1.03,,,,
BMS,4,21003 - 21019,21003,21019,true,reserved for futur,,,,,,,,,,reserved range in source; not expanded for gap count
BMS,5,21020,21020,21020,false,,The heat demand mode which is used in case of a communication error,1,ENUM8,0 : MaintainLastHeatDemand 1 : UseFallbackHeatDemand,R/W,1.02,,,,
BMS,6,21021,21021,21021,false,,Fallback strategy to apply,1,ENUM8,0 : No heating or cooling 1 : Fallback Heat Demand 2 : Temporary Fallback Heat Demand,R/W,1.02,,,,
BMS,7,21022,21022,21022,false,,Number Of Minutes To Maintain Heat Demand in fallback mode,1,UINT8,0 - 255 min,R/W,1.02,,,,
BMS,8,21023,21023,21023,false,,fallback power setpoint,1,UINT8,%,R/W,1.02,,,,
BMS,9,21024,21024,21024,false,,fallback temperature setpoint,2,INT16,°C,R/W,1.02,,,,
BMS,10,21025,21025,21025,false,,fallback heat demand type,1,ENUM8,0 : Off 1 : Temperature Control 2 : Power Control,R/W,1.02,,,,
BMS,11,21026,21026,21026,false,EP014,0 - 10V input selection (temperature or power setpoint),1,ENUM8,0 : Off 1 : Temperature Control 2 : Power Control,R/W,1.02,,,,
BMS,12,21027,21027,21027,false,EM010,Measure of the Voltage on the 0-10V Input,1,UINT8,"0,1V",R,1.02,,,,
BMS,13,21028,21028,21028,false,AP110,Parameter to activate the 2nd return sensor,1,ENUM8,0 : Inactive 1 : Active,R/W,1.02,,,,
BMS,14,21029,21029,21029,false,,Second return temperature,2,INT16,"0,01°C",R,1.02,,,,
