sheet,row,register_raw,register_start,register_end,is_range,friendly_name,description,bytes,data_type,format,access,present_from_version,extra_col_i,extra_col_j,extra_col_k,parser_note
Boiler(Appliance),85,481,481,481,false,HM009,Heat Pump Defrost,1,ENUM8,0 : No 1: Yes,R,1.02,,,,
Boiler(Appliance),86,482,482,482,false,HP029,Set the type of backup used in the heat pump.,1,ENUM8,0 : NoBackUp 1 : 1 stage Electrical BackUp 2 : 2 stages Electrical Backup 3: Boiler BackUp,R/W,1.03,,,,
Boiler(Appliance),87,483,483,483,false,,Actual relative power produced for PDO output,1,UINT8,0.01,R,1.03,,,,
Boiler(Appliance),88,484,484,484,false,HP062,Hybrid Electricity cost in high tarif accurate,2,UINT16,0.01,R/W,1.03,,,,
Boiler(Appliance),89,485,485,485,false,HP063,Hybrid Electricity cost in low tarif accurate,2,UINT16,0.01,R/W,1.03,,,,
Boiler(Appliance),90,486,486,486,false,HP064,Cost of fossil energy (oil or gas) - price per liter or per m3 accurate,2,UINT16,0.01,R/W,1.03,,,,
Boiler(Appliance),91,487,487,487,false,HP000,Outside temperature level above which the backup operation is blocked for a standard heating mode,2,INT16,0.01°C,R/W,1.03,,,,
Boiler(Appliance),92,488,488,488,false,HP030,Delay for starting the next generator (backup stage) in central heating mode,2,UINT16,1 min,R/W,1.03,,,,
Boiler(Appliance),93,489,489,489,false,HP051,Minimum oustide temperature below which Heat Pump is stopped,2,INT16,0.01°C,R/W,1.03,,,,
Boiler(Appliance),94,490,490,490,false,HP058,Enabling Heat pump Silent mode,1,ENUM8,0: NoSilentMode 1: SilentModeLevel1 2: SilentModeLevel2 3: SilentModeLevel3 4: SilentModeLevel4 5: SilentModeLevel5,R/W,1.03,,,,
Boiler(Appliance),95,491,491,491,false,HP094,Start time for low noise function,1,UINT8,1 Hour minute,R/W,1.03,,,,
Boiler(Appliance),96,492,492,492,false,HP095,stop time for low noise,1,UINT8,1 Hour Minute,R/W,1.03,,,,
Boiler(Appliance),97,493,493,493,false,AC027,Total amount of pump starts,4,UINT32,1,R,1.03,,,,
Boiler(Appliance),98,495-499,495,499,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Boiler(Appliance),99,500,500,500,false,AP016,Enable central heating heat demand processing,1,ENUM8,0: Off 1: On,R/W,1.01,,,,
Boiler(Appliance),100,501,501,501,false,AP017,Enable domestic hot water heat demand processing,1,ENUM8,0: Off 1: On,R/W,1.01,,,,
Boiler(Appliance),101,502,502,502,false,AP028,Defines the type of cooling used either active or free cooling:,1,ENUM8,0 : OFF 1: Active cooling on 2: Free cooling on,R/W,1.01,,,,
Boiler(Appliance),102,503,503,503,false,AP015,Force manually the heat pump in cooling mode,1,ENUM8,0: No 1: Yes,R/W,1.01,,,,
Service,4,512,512,512,false,AM011,Service is required,1,ENUM8,0: No 1: Yes,R,1.00,,,,
Service,5,513,513,513,false,,Current or upcoming service notification,1,ENUM8,"Next Service (CF Manual) 1=A, 2=B, 3=C, 4=Custom",R,1.00,,,,
Service,6,514,514,514,false,AC002,Number of hours appliance was active after service,2,UINT16,2 Hours (eg 0x500 = 2560 Hours,R,1.00,,,,
Service,7,515,515,515,false,AC003,Number of hours since the previous servicing of the appliance,2,UINT16,2 Hours,R,1.00,,,,
Service,8,516,516,516,false,AC004,Number of successful generator starts since the previous servicing,4,UINT32,Unit,R,1.00,,,,
Service,9,518-530,518,530,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Service,10,530,530,530,false,,Current error generic code,2,UINT16,0-255,R,,,,,
Service,11,531,531,531,false,,Error present on the appliance,1,ENUM8,0: No error 1: at least One of device on the appliance had an error,R,1.00,,,,
Service,12,532,532,532,false,,Code error of the device located on instance 1(CF System Discovery table Modbus Address 129),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,13,533,533,533,false,,Error gravity error of the device located on instance 1,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFF : no error 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,14,534,534,534,false,,Code error of the device located on instance 2(CF System Discovery table Modbus Address 135),2,UINT16,"0xFFFF: No error otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,15,535,535,535,false,,Error gravity error of the device located on instance 2,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,16,536,536,536,false,,Code error of the device located on instance 3(CF System Discovery table Modbus Address 141),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,17,537,537,537,false,,Error gravity error of the device located on instance 3,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,18,538,538,538,false,,Code error of the device located on instance 4(CF System Discovery table Modbus Address 147),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,19,539,539,539,false,,Error gravity error of the device located on instance 4,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,20,540,540,540,false,,Code error of the device located on instance 5(CF System Discovery table Modbus Address 153),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,21,541,541,541,false,,Error gravity error of the device located on instance 5,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,22,542,542,542,false,,Code error of the device located on instance 6(CF System Discovery table Modbus Address 159),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,23,543,543,543,false,,Error gravity error of the device located on instance 6,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,24,544,544,544,false,,Code error of the device located on instance 7(CF System Discovery table Modbus Address 165),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,25,545,545,545,false,,Error gravity error of the device located on instance 7,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,26,546,546,546,false,,Code error of the device located on instance 8(CF System Discovery table Modbus Address 171),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,27,547,547,547,false,,Error gravity error of the device located on instance 8,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,28,548,548,548,false,,Code error of the device located on instance 9(CF System Discovery table Modbus Address 177),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,29,549,549,549,false,,Error gravity error of the device located on instance 9,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Service,30,550,550,550,false,,Code error of the device located on instance 10(CF System Discovery table Modbus Address 183),2,UINT16,"0xFFFF: No error 0xFFFE: Device Not availabe otherwise error (eg 0x0207 = ""02.07"" Water pressure error Cf manual)",R,1.00,,,,
Service,31,551,551,551,false,,Error gravity error of the device located on instance 10,1,ENUM8,0 : Locking 3 : Blocking 6 : Warning 0xFE : Device Not availabe (since version 1.01),R,1.00,,,,
Zones X12,6,640,640,640,false,3200,,Type of the zone requested,1,ENUM8,0: Not Present 1: CH Only 2: CH + COOLING 3 : DHW 4: Process Heat 5: Swimming Pool 254 : Other (e.g. Time Program),R,1.00,,,
Zones X12,7,641,641,641,false,3201,CP020 to CP029,Function of zone,1,ENUM8,0 : Disabled 1: Direct 2: Mixing Circuit 3: Swimming Pool 4: High Temperature 5: Fan Convector 6 : DHW Tank 7: Electrical DHW Tank 8: Time Program 9: Process Heat 10 : DHW Layered 11 DHW BIC 12 : DHW commercial Tank 254:DHW primary,R,1.00,,,
Zones X12,8,642,642,642,false,3202,,Zone Short Name,6,VISIBLE_STRING,"eg ""CIRCA1""",R,1.00,,,
Zones X12,11,643-644,643,644,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Zones X12,12,645,645,645,false,3205,,Device Type of the board where the zone is located,2,UINT16,0xZZYY ZZ: device category YY: number in the category Device Category ZZ in Hex 00:CU-GH 01:CU-OH 02:EHC 14:MK (HMI) 19:SCB 1B:EEC 1E:Gateway eg 0x0008= CU_GH08,R,1.00,,,
Zones X12,13,646,646,646,false,3206,,device instance owning the zone (CF system discovery Table),1,UINT8,,R,1.00,,,
Zones X12,14,647,647,647,false,Reserved for futur use,,,,,,,,,,
Zones X12,15,648,648,648,false,3208,CP010 to CP019,Temperature setpoint for Zone when Outside sensor not present,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,16,649,649,649,false,3209,CP320 to CP329 or DP200,Mode Zone Working,1,ENUM8,0:Scheduling 1:Manual 2:Antifrost,R/W,1.00,,,
Zones X12,17,650,650,650,false,3210,CP080/CP086/CP092/CP098/CP104 CP110/CP116/CP122/CP128/CP134,Setpoint temperature of the user activity per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,18,651,651,651,false,3211,CP081/CP087/CP093/CP099/CP105 CP111/CP117/CP123/CP129/CP135,Setpoint temperature of the user activity per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,19,652,652,652,false,3212,CP082/CP088/CP094/CP100/CP106 CP111/CP117/CP123/CP130/CP136,Setpoint temperature of the user activity per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,20,653,653,653,false,3213,CP083/CP093/CP103/CP113/CP123 CP133/CP143/CP153/CP163/CP137,Setpoint temperature of the user activity per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,21,654,654,654,false,3214,CP084/CP094/CP104/CP114/CP124 CP134/CP144/CP154/CP164/CP138,Setpoint temperature of the user activity per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,22,655,655,655,false,3215,CP070 to CP079,Room setpoint to switch from comfort to reduce in heating mode,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,23,656,656,656,false,3216,CP140/CP146/CP152/CP158/CP164 CP170/CP176/CP182/CP188/CP194,Room Setpoint temperature of the user activity per zone in cooling,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,24,657,657,657,false,3217,CP141/CP147/CP153/CP159/CP165 CP171/CP177/CP183/CP189/CP195,Room Setpoint temperature of the user activity per zone in cooling,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,25,658,658,658,false,3218,CP142/CP148/CP154/CP160/CP166 CP172/CP178/CP184/CP190/CP196,Room Setpoint temperature of the user activity per zone in cooling,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,26,659,659,659,false,3219,CP143/CP149/CP155/CP161/CP167 CP173/CP179/CP185/CP191/CP197,Room Setpoint temperature of the user activity per zone in cooling,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,27,660,660,660,false,3220,CP144/CP150/CP156/CP162/CP168 CP174/CP150/CP186/CP192/CP198,Room Setpoint temperature of the user activity per zone in cooling,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,28,661,661,661,false,3221,CP650 to CP659,Room setpoint to switch from comfort to reduce in cooling mode,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,29,662,662,662,false,3222,CP060 to CP069,Wished room temperature in holiday period of the zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,30,663,663,663,false,3223,CP510 to CP519,Temporary room setpoint per zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,31,664,664,664,false,3224,CP200 to CP209,Manually set wished room temperature of the zone,2,UINT16,"0,1°C",R/W,1.00,,,
Zones X12,32,665,665,665,false,3225,CP350 to CP359 or DP070,Wished comfort domestic hot water temperature,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,33,666,666,666,false,3226,CP360 to CP369 or DP080,Wished reduced domestic hot water temperature,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,34,667,667,667,false,3227,CP370 to CP379 or DP337,Wished holiday domestic hot water temperature,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,35,668,668,668,false,3228,CP380 to CP389 or DP160,Antilegionel setpoint for zone Tank,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,36,669,669,669,false,3229,CP540 to CP549,Swimming pool temperature set point requested,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,37,670,670,670,false,3230,CP600 to CP609 or DP070,"Setpoint during ""Process Heat"" heat demand",2,UINT16,"0,01°C",R/W,1.01,,,
Zones X12,38,671,671,671,false,3231,CP780 to CP789,Use the room control and/or weather-compensated control strategies for flow setpoint calculation,1,ENUM8,0: AUTO (switch to the most accurate mode) 1: Room Temperature Control RTC 2:Oustide Temperature Control OTC 3: Outside and Room Temperature Control OTC+RTC,R/W,1.00,,,
Zones X12,39,672,672,672,false,3232,CP000 to CP009 or DP046,Zone Maximal Flow temperature setpoint,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,40,673,673,673,false,3233,CP270 to CP279,Flow temperature set point requested during cooling,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,41,674,674,674,false,3234,CP230 to CP239,Slope of the heat curve of the zone,1,UINT8,0.1,R/W,1.00,,,
Zones X12,42,675,675,675,false,3235,CP210 to CP219,Curve base temperature in comfort mode,2,UINT16,"0,1°C (15°C = OFF)",R/W,1.00,,,
Zones X12,43,676,676,676,false,3236,CP220 to CP229,Curve base temperature in reduce mode,2,UINT16,"0,1°C (15°C = OFF)",R/W,1.00,,,
Zones X12,44,677,677,677,false,3237,CP750 to CP759,Maximum pre-heat time,2,UINT16,1 Min,R/W,1.00,,,
Zones X12,45,678,678,678,false,3238,CP050 to CP059,Shift between setpoint calculated and setpoint send to consumer manager for mixing zone,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,46,679,679,679,false,3239,CP030 to CP039,"Bandwith of mixing valve of zone in which modulation takes place.If zone doesn't have a mixing valve, parameter will be ignored for that zone.",2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,47,680,680,680,false,3240,CP420 to CP429 or DP006,hysteresis DHW tank loading,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,48,681,681,681,false,3241,CP700 to CP709 or DP034,Dhw Calorifier Offset,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,49,682,682,682,false,3242,CP710 to CP719 or DP005,Increase flow temperature setpoint above required tank temp. Delta T to heat the tank,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,50,683,683,683,false,3243,CP610 to CP619,Hysteresis switched on for Process Heat per zone,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,51,684,684,684,false,3244,CP620 to CP629,Hysteresis switched off for Process Heat per zone,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,52,685,685,685,false,3245,CP720 to CP729,Increase flow temperature setpoint above required tank temp. Delta T to heat the tank,2,UINT16,"0,01°C",R/W,1.00,,,
Zones X12,53,686,686,686,false,3246,CP420 to CP429 or DP120,hysteresis to start DHW tank load,2,UINT16,"0,01°C",R/W,1.01,,,
Zones X12,54,687,687,687,false,3247,CP040 to CP049 or DP020,Delay of post operation of the zone pump,1,UINT8,1 Min (DP020 : Sec),R/W,1.00,,,
Zones X12,55,688,688,688,false,3248,CP570 to CP579 or DP060,Time Program Selected by the user,1,ENUM8,0:Schedule 1 1 : Schedule 2 2 : Schedule 3,R/W,1.00,,,
Zones X12,56,689,689,689,false,3249,,Time program 1,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,57,699,699,699,false,3259,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,58,709,709,709,false,3269,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,59,719,719,719,false,3279,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,60,729,729,729,false,3289,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,61,739,739,739,false,3299,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,62,749,749,749,false,3309,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,63,759,759,759,false,3319,,Time program 2,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,64,769,769,769,false,3329,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,65,779,779,779,false,3339,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,66,789,789,789,false,3349,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,67,799,799,799,false,3359,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,68,809,809,809,false,3369,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,69,819,819,819,false,3379,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,70,829,829,829,false,3389,,Time program 3,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,71,839,839,839,false,3399,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,72,849,849,849,false,3409,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,73,859,859,859,false,3419,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,74,869,869,869,false,3429,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,75,879,879,879,false,3439,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,76,889,889,889,false,3449,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,77,899,899,899,false,3459,,Time program 4 Cooling,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,78,909,909,909,false,3469,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,79,919,919,919,false,3479,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,80,929,929,929,false,3489,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,81,939,939,939,false,3499,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,82,949,949,949,false,3509,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,83,959,959,959,false,3519,,,20,OCTET_STRING,,R/W,1.00,,,
Zones X12,84,960-970,960,970,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Zones X12,85,971,971,971,false,3531,,Start Time holiday Mode,6,OCTET_STRING,"Absolute time in milliseconds after midnight and the number of days since January 1, 1984. Timestamp format : Time_Of_Day",R/W,1.00,,,
Zones X12,86,974,974,974,false,3534,,End Time holiday Mode,6,OCTET_STRING,"Absolute time in milliseconds after midnight and the number of days since January 1, 1984. Timestamp format : Time_Of_Day",R/W,1.00,,,
Zones X12,87,978,978,978,false,3538,,End change mode Time,6,OCTET_STRING,"Absolute time in milliseconds after midnight and the number of days since January 1, 1984. Timestamp format : Time_Of_Day",R/W,1.00,,,
Zones X12,88,979-990,979,990,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Zones X12,89,981,981,981,false,3541,CP280 to CP289,Flow temperature set point requested during cooling,2,UINT16,"0,01°C",R/W,,,,
Zones X12,90,982-1099,982,1099,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
Zones X12,91,1100,1100,1100,false,3660,CM040 to CM049 or BM000,Temperature of the flow water in the zone. In the case of DHW this is the outgoing DHW temperature.,2,INT16,"0,01°C",R,1.00,,,
Zones X12,92,1101,1101,1101,false,3661,CM070 to CM079 or DM004,Current flow temperature setpoint,2,UINT16,"0,01°C",R,1.00,,,
Zones X12,93,1102,1102,1102,false,3662,CM190 to CM199,Current room temperature setpoint requested,2,INT16,"0,1°C",R,1.00,,,
Zones X12,94,1103,1103,1103,false,3663,CM210 to CM219,Zone Outside Temperature,2,INT16,"0,01°C",R,1.00,,,
Zones X12,95,1104,1104,1104,false,3664,CM030 to CM039,Current room temperature for zone,2,INT16,"0,1°C",R,1.00,,,
Zones X12,96,1105,1105,1105,false,3665,CM260 to CM269,High resolution room temperature measure used for the room temperature control of the zone module,2,INT16,"0,01°C",R/W,1.01,,,
Zones X12,97,1106,1106,1106,false,3666,CM150 to CM159,On off heat demand acitve,1,ENUM8,0 : OFF 1: ON,R,1.00,,,
Zones X12,98,1107,1107,1107,false,3667,CM130 to CM139 or DM019,Current active zone activity,1,ENUM8,0: Antifrost 1:Reduced 2:Comfort 3:Legionnel,R,1.00,,,
Zones X12,99,1108,1108,1108,false,3668,CM120 to CM129 or DM009,Current running mode on the Zone,1,ENUM8,0:Scheduling 1:Manual 2:Antifrost 3:Temporary 4:Holiday,R,1.00,,,
Zones X12,100,1109,1109,1109,false,3669,CM200 to CM209,Current mode that the zone is functioning in.,1,ENUM8,0:Standby 1:Heating 2:Cooling,R,1.00,,,
Zones X12,101,1110,1110,1110,false,3670,CM050 to CM059 or AM001,Zone pump is running,1,ENUM8,0 : NO 1: YES,R,1.00,,,
Zones X12,102,1111,1111,1111,false,3671,CM010 to CM019,Mixing valve closed,1,ENUM8,0 : NO 1: YES,R,1.00,,,
Zones X12,103,1112,1112,1112,false,3672,CM020 to CM029,Mixing valve Open,1,ENUM8,0 : NO 1: YES,R,1.00,,,
Zones X12,104,1113,1113,1113,false,3673,CM290 to CM299,Secondary Pump status used for the swimming Pool,1,ENUM8,0 : OFF 1: ON,R,1.00,,,
Zones X12,105,1114,1114,1114,false,3674,CM300 to CM309,Output status used for Electrical backup,1,ENUM8,0 : OFF 1: ON,R,1.00,,,
Zones X12,106,1115,1115,1115,false,3675,CC001 to CC009 or DC005,Numbers of hours pump has to run,4,UINT32,Hours,R,1.00,,,
Zones X12,107,1117,1117,1117,false,3677,CC010 to CC019 or DC002,Numbers of pump starts,4,UINT32,Units,R,1.00,,,
Zones X12,108,1119,1119,1119,false,3679,CM040 to CM049 or DM001,Tank temperature DHW tank (bottom sensor),2,INT16,"0,01°C",R,1.01,,,
Zones X12,109,1120,1120,1120,false,3680,CM250 to CM259 or DM006,Tank temperature DHW tank (Top sensor),2,INT16,"0,01°C",R,1.01,,,
BufferTank,4,7500,7500,7500,false,BP014,Hysteresis to start buffer loading,2,INT16,"0,01°C",R/W,1.00,,,,
BufferTank,5,7501,7501,7501,false,BP019,Hysteresis to stop buffer tank loading,2,INT16,"0,01°C",R/W,1.00,,,,
BufferTank,6,7502,7502,7502,false,BP015,Minimum duration of post-operation of the buffer tank pump,1,UINT8,1 Min,R/W,1.00,,,,
BufferTank,7,7503,7503,7503,false,BP002,Heating Cooling Control strategy used with buffer tank,1,ENUM8,0: Fixed Setpoint 1: Calculated Setpoint 2: Dedicated Slope,R/W,1.00,,,,
BufferTank,8,7504,7504,7504,false,BP003,Fixed setpoint requested by buffer tank in Heating Mode,2,UINT16,"0,01°C",R/W,1.00,,,,
BufferTank,9,7505,7505,7505,false,BP004,Fixed setpoint requested by buffer tank in Cooling Mode,2,UINT16,"0,01°C",R/W,1.00,,,,
BufferTank,10,7506,7506,7506,false,BP005,Buffer Tank Slope,1,UINT8,0.1,R/W,1.00,,,,
BufferTank,11,7507,7507,7507,false,BP013,Offset to add to the calculate Setpoint,2,UINT16,"0,01°C",R/W,1.00,,,,
BufferTank,12,7508,7508,7508,false,,Time program buffer tank,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,13,7518,7518,7518,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,14,7528,7528,7528,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,15,7538,7538,7538,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,16,7548,7548,7548,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,17,7558,7558,7558,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,18,7568,7568,7568,false,,,20,OCTET_STRING,,R/W,1.00,,,,
BufferTank,19,7578 -7599,7578,7599,true,Reserved for futur use,,,,,,,,,,reserved range in source; not expanded for gap count
BufferTank,20,7600,7600,7600,false,BM001,Measured buffer temperature bottom,2,INT16,"0,01°C",R,1.00,,,,
BufferTank,21,7601,7601,7601,false,BM002,Measured buffer temperature top,2,INT16,"0,01°C",R,1.00,,,,
BufferTank,22,7602,7602,7602,false,BM021,State buffer tank pump,1,ENUM8,0: OFF 1: ON,R,1.00,,,,
BufferTank,23,7603,7603,7603,false,BM020,The buffer tank Mode,1,ENUM8,0 : Decoupling Tank 1 : Storage Tank,R,1.00,,,,
BufferTank,24,7604,7604,7604,false,,Buffer Tank winning heat demand request : the winning heat demand requested by the zones connected after the buffer tank - Power,1,UINT8,0.01,R,1.00,,,,
BufferTank,25,7605,7605,7605,false,,Buffer Tank winning heat demand request : the winning heat demand requested by the zones connected after the buffer tank - temperature Setpoint,2,INT16,"0,01°C",R,,,,,
BufferTank,26,7606,7606,7606,false,,Buffer Tank winning heat demand request : the winning heat demand requested by the zones connected after the buffer tank - heatdemandType,1,UINT8,0 : None 1 : DHW primary 2 : DHW high priority 3 : Process heat 4 : Screed Drying 5 : DHW medium priority 6 : DHW low priority 7 : Central Heating 8 : Cooling 9 : Electrical active 10: Electrical Reactive,R,,,,,
Cascade,4,7000,7000,7000,false,,Appliance Number on cascade:,1,UINT8,1 :Master 3 - 127 : Slave 255: not part of cascade,R,1.00,,,,
Cascade,5,7001,7001,7001,false,NP014,Mode on cascade,1,ENUM8,0 :Automatic 1 : Heating Only 2 : Cooling Only,R/W,1.00,,,,
Cascade,6,7002,7002,7002,false,NP006,Type of Cascade : Traditional or PARALLEL,1,ENUM8,0 :TRADITIONAL 1 : PARALLEL,R/W,1.00,,,,
Cascade,7,7003,7003,7003,false,NP005,This parameter is used to set the master boiler.,1,UINT8,0: The master boiler switches automatically every 7 days 1 -127: The master boiler is always the one defined by this value,R/W,1.00,,,,
Cascade,8,7004,7004,7004,false,NP009,Time delay for starting up or shutting down producers,1,UINT8,Min,R/W,1.00,,,,
Cascade,9,7005,7005,7005,false,NP007,Outside temperature triggering all stages in parallel mode,2,INT16,"0,01°C",R/W,1.00,,,,
Cascade,10,7006,7006,7006,false,NP010,Outside temperature triggering all stages in parallel mode,2,INT16,"0,01°C",R/W,1.00,,,,
Cascade,11,7007,7007,7007,false,NP012,Rise Time to Acheive Setpoint,1,UINT8,0-10,R/W,1.00,,,,
Cascade,12,7008,7008,7008,false,AP083,"Enabled the master functionnality of this device one the S-Bus, If multople devices have this parameter all will be reset to 0 automatically,",1,ENUM8,0 : No 1: Yes,R/W,1.02,,,,
Cascade,13,7009,7009,7009,false,NP011,"choice of cascade algorithm type, power or temperature",1,ENUM8,0 : Temperature 1 : Power,R/W,1.02,,,,
Cascade,14,7010,7010,7010,false,NP289,The maximum flow temperature the système is allowed to produce,2,UINT16,"0,01°C",R/W,1.02,,,,
Cascade,15,7011,7011,7011,false,NP223,"the type of start order permutation, to determine which producer to start first",1,ENUM8,0 : Fixed Time 1: Operating hours,R/W,1.02,,,,
Cascade,16,7012,7012,7012,false,NP281,The time that needs to be elapsed before switching the appliance order,4,UINT16,Hours,R/W,1.02,,,,
Cascade,17,7013,7013,7013,false,NP224,"Time delay for starting and shutting down producers, to prevent repeatedly turning on/off producers.",2,UINT16,1s,R/W,1.02,,,,
Cascade,18,7014,7014,7014,false,NP225,Switching strategy for power control of the cascade.,1,ENUM8,0 : Late On Early Off 1: Early On Late Off 2: Late On Late Off,R/W,1.02,,,,
Cascade,19,7015,7015,7015,false,NP227,The preferred appliance for CH heat production,1,UINT8,0-255,R/W,1.02,,,,
